Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
0	-217.3058	-330.4987	113.1929	0.8695044	3.075238	3.210462	0.972761	0.0272389	1.14549
6	-225.6941	-338.7894	113.0953	0.9115822	1.765182	5.160615	0.988277	0.0117233	1.220664
12	-219.9675	-332.8391	112.8716	1.251455	1.496508	6.749463	0.934559	0.0654408	0.9200243
18	-224.2722	-338.4084	114.1362	0.9967912	1.124499	4.099503	0.93313	0.0668698	0.9200243
24	-219.8261	-332.9709	113.1448	0.5730852	1.32592	5.935213	0.980403	0.0195966	1.539675
30	-226.2684	-339.5163	113.2479	0.2600141	2.126231	4.37646	0.965976	0.0340244	1.616755
36	-223.0176	-335.8521	112.8345	0.6545742	1.00385	7.838968	0.984616	0.0153839	1.616755
42	-224.4033	-337.0865	112.6832	1.118014	1.14648	7.908298	0.985582	0.0144184	1.26293
48	-224.4735	-338.0191	113.5457	0.9058262	1.14648	5.922817	0.985582	0.0144184	1.068049
54	-224.2958	-338.3922	114.0964	0.8205153	0.9883292	4.743247	0.874712	0.125288	1.068049
60	-237.2114	-350.9181	113.7067	0.8621258	1.175385	5.08094	0.966914	0.0330855	1.137031
66	-232.8518	-346.6382	113.7864	1.098232	1.005256	4.743776	0.98833	0.01167	1.082274
72	-225.0135	-338.9793	113.9658	0.8590629	1.049689	4.419844	0.967559	0.0324405	1.184164
78	-228.5146	-342.8071	114.2925	1.219951	0.8719033	4.419844	0.941726	0.0582735	0.5330161
84	-223.7273	-337.2142	113.4869	1.745118	1.149005	4.419844	0.913642	0.0863577	0.4451413
90	-224.2024	-337.0728	112.8704	1.509975	1.521986	6.512647	0.929548	0.0704521	0.5612188
96	-226.6839	-339.2098	112.5258	1.857918	1.521986	6.512647	0.955994	0.0440061	0.4591372
102	-226.0836	-338.6215	112.5378	1.710876	1.719902	6.512647	0.950455	0.0495454	0.4720483
108	-220.1381	-332.3558	112.2177	1.377906	2.583289	7.306092	0.950455	0.0495454	0.4720483
114	-220.0054	-332.6844	112.6789	1.627517	2.867223	3.349312	0.972381	0.0276187	0.2235462
120	-215.5619	-328.8432	113.2813	0.9519325	2.867223	3.699693	0.972381	0.0276187	0.8797988
126	-220.1545	-334.3902	114.2357	1.043173	2.676515	1.375092	0.989372	0.0106282	1.113343
132	-220.0308	-332.6895	112.6587	0.8846695	1.851282	7.177059	0.994847	0.00515276	1.160374
138	-223.9911	-336.7285	112.7373	1.123375	2.104048	5.949033	0.911397	0.0886031	0.9804511
144	-224.7744	-337.6184	112.8441	1.080288	2.352115	5.078183	0.964073	0.0359266	1.008964
150	-226.1814	-337.9697	111.7882	0.5993979	2.598386	12.86043	0.950594	0.049406	1.008964
156	-219.6924	-332.5944	112.9019	0.526742	1.781379	4.656879	0.939259	0.0607406	1.758969
162	-215.7035	-328.8585	113.155	0.7628088	1.781379	3.575704	0.901118	0.0988819	1.665676
168	-223.8383	-335.3489	111.5106	0.4785187	1.781379	13.14731	0.959336	0.0406644	1.665676
174	-226.2527	-336.8663	110.6136	0.5642373	2.214957	13.14731	0.954479	0.0455212	2.0467
180	-233.3164	-345.9126	112.5962	0.3077313	2.469862	5.24844	0.961149	0.0388509	1.738016
186	-229.4342	-342.6434	113.2093	0.3664003	2.382849	5.510612	0.969609	0.030391	1.207248
192	-214.7463	-327.8422	113.0959	0.7773447	2.852533	3.45568	0.969609	0.030391	1.305243
198	-220.0622	-333.4115	113.3493	0.8314176	1.772705	4.499733	0.966241	0.0337591	1.230992
204	-224.5926	-335.976	111.3833	0.9796649	1.491814	16.5232	0.931402	0.068598	1.239266
210	-228.1239	-343.0274	114.9035	0.8440697	1.412891	1.55095	0.919327	0.0806727	1.239266
216	-219.8085	-334.7643	114.9558	1.051161	1.412891	1.365003	0.919327	0.0806727	1.135813
222	-236.8276	-348.5434	111.7158	1.027691	1.122633	11.68168	0.939196	0.0608041	1.622526
228	-229.7033	-342.4722	112.7689	0.8451734	1.43955	5.542665	0.892336	0.107664	1.622526
234	-226.0309	-337.9965	111.9656	0.6308424	2.850077	7.412526	0.960773	0.0392269	1.466029
240	-219.8461	-331.7792	111.9331	0.5286517	2.850077	7.989764	0.931443	0.0685574	1.482203
246	-220.4749	-332.3945	111.9196	0.779327	2.353078	7.989764	0.923764	0.0762357	1.482203
252	-218.152	-330.6151	112.4631	0.3678588	1.329565	7.989764	0.889909	0.110091	1.854352
258	-220.4918	-332.8672	112.3754	0.7338933	1.707513	7.989764	0.943694	0.0563059	1.456512
264	-231.1335	-344.9186	113.7851	0.6400664	1.707513	3.125943	0.918242	0.0817581	1.456512
270	-222.0903	-334.5028	112.4125	0.6103233	2.44275	4.143025	0.91178	0.0882195	1.891402
276	-225.6006	-338.2436	112.643	0.7722273	2.44275	4.143025	0.941453	0.0585468	1.616743
282	-220.1399	-332.6459	112.5059	1.065786	1.686704	4.947293	0.981177	0.018823	1.641996
288	-223.0969	-337.0912	113.9944	1.475219	1.508796	2.9358	0.935962	0.0640375	0.4110986
294	-226.6673	-340.3177	113.6504	1.215534	1.887507	3.840149	0.966691	0.0333087	0.6024091
300	-233.2623	-348.2949	115.0326	1.436738	1.887507	0.9220968	0.947775	0.0522254	0.706331
306	-234.5166	-349.579	115.0624	1.551652	1.887507	0.8464038	0.94727	0.0527304	0.5541887
312	-232.9808	-346.4057	113.4248	1.467451	1.887507	3.815843	0.968514	0.0314858	0.5182867
318	-234.3182	-347.6613	113.3431	1.496279	1.887507	3.815843	0.978924	0.0210763	0.681899
324	-214.0724	-327.6232	113.5508	1.242824	1.887507	3.815843	0.956411	0.0435892	0.7571309
330	-208.8062	-321.9716	113.1655	1.513484	2.220438	3.815843	0.956411	0.0435892	0.4014
336	-212.8082	-326.3501	113.542	1.068215	2.049601	3.815843	0.943767	0.0562331	0.8703697
342	-211.7133	-325.6005	113.8872	1.183752	1.38322	3.815843	0.959795	0.0402052	0.850916
348	-217.667	-331.9789	114.3119	1.183752	1.616745	2.295744	0.943266	0.0567338	0.908332
354	-217.5428	-330.9798	113.437	0.7055417	1.616745	3.633206	0.943266	0.0567338	1.567243
360	-214.1169	-327.3524	113.2355	0.2504881	1.616745	5.621288	0.988665	0.011335	1.607755
366	-218.6493	-330.8209	112.1716	0.4636044	1.381976	5.621288	0.963427	0.0365728	2.298128
372	-217.0802	-330.0114	112.9312	0.7198727	1.604068	5.516621	0.957382	0.0426183	1.512543
378	-208.1065	-321.1035	112.9971	0.7476024	1.466082	5.539667	0.947542	0.0524576	1.512543
384	-212.3961	-325.013	112.6169	1.092721	1.513597	5.539667	0.951903	0.0480973	1.512543
390	-216.6857	-329.6745	112.9888	0.6624257	1.595319	5.539667	0.904879	0.0951211	1.512543
396	-227.9613	-340.833	112.8717	0.6180332	1.595319	5.539667	0.973485	0.0265146	1.630944
